_id,exam_name,exam_number,exam_sub,exam_sub_id,exam_term,exam_score,stu_id,stu_rank,cla_id
62,2018-1学期期中考试,304,生物,6,2018-2019-1,90,14465,12,901
63,2018-1学期期中考试,304,生物,6,2018-2019-1,90,14472,13,901
64,2018-1学期期中考试,304,生物,6,2018-2019-1,89,14474,14,901
65,2018-1学期期中考试,304,生物,6,2018-2019-1,88,14489,15,901
66,2018-1学期期中考试,304,生物,6,2018-2019-1,88,14492,16,901
67,2018-1学期期中考试,304,生物,6,2018-2019-1,88,14468,17,901
68,2018-1学期期中考试,304,生物,6,2018-2019-1,88,14469,18,901
69,2018-1学期期中考试,304,生物,6,2018-2019-1,87,14498,19,901
70,2018-1学期期中考试,304,生物,6,2018-2019-1,87,14502,20,901
71,2018-1学期期中考试,304,生物,6,2018-2019-1,87,14471,21,901
72,2018-1学期期中考试,304,生物,6,2018-2019-1,86,14454,22,901
73,2018-1学期期中考试,304,生物,6,2018-2019-1,85,14488,23,901
74,2018-1学期期中考试,304,生物,6,2018-2019-1,85,14475,24,901
75,2018-1学期期中考试,304,生物,6,2018-2019-1,84,14486,25,901
76,2018-1学期期中考试,304,生物,6,2018-2019-1,84,14504,26,901
77,2018-1学期期中考试,304,生物,6,2018-2019-1,84,14507,27,901
78,2018-1学期期中考试,304,生物,6,2018-2019-1,84,14476,28,901
79,2018-1学期期中考试,304,生物,6,2018-2019-1,83,14494,29,901
80,2018-1学期期中考试,304,生物,6,2018-2019-1,82,14503,30,901
81,2018-1学期期中考试,304,生物,6,2018-2019-1,82,14467,31,901
82,2018-1学期期中考试,304,生物,6,2018-2019-1,81,14491,32,901
83,2018-1学期期中考试,304,生物,6,2018-2019-1,81,14499,33,901
84,2018-1学期期中考试,304,生物,6,2018-2019-1,80,14483,34,901
85,2018-1学期期中考试,304,生物,6,2018-2019-1,80,14496,35,901
86,2018-1学期期中考试,304,生物,6,2018-2019-1,80,14506,36,901
87,2018-1学期期中考试,304,生物,6,2018-2019-1,80,14461,37,901
88,2018-1学期期中考试,304,生物,6,2018-2019-1,79,14473,38,901
89,2018-1学期期中考试,304,生物,6,2018-2019-1,78,14493,39,901
90,2018-1学期期中考试,304,生物,6,2018-2019-1,77,14508,40,901
91,2018-1学期期中考试,304,生物,6,2018-2019-1,72,14455,41,901
92,2018-1学期期中考试,304,生物,6,2018-2019-1,70,14500,42,901
93,2018-1学期期中考试,304,生物,6,2018-2019-1,70,14511,43,901
94,2018-1学期期中考试,304,生物,6,2018-2019-1,67,14481,44,901
95,2018-1学期期中考试,304,化学,5,2018-2019-1,89,14505,1,901
96,2018-1学期期中考试,304,化学,5,2018-2019-1,87,14502,2,901
97,2018-1学期期中考试,304,化学,5,2018-2019-1,85,14492,3,901
98,2018-1学期期中考试,304,化学,5,2018-2019-1,85,14501,4,901
99,2018-1学期期中考试,304,化学,5,2018-2019-1,84,14479,5,901
100,2018-1学期期中考试,304,化学,5,2018-2019-1,84,14471,6,901
101,2018-1学期期中考试,304,化学,5,2018-2019-1,83,14475,7,901
102,2018-1学期期中考试,304,化学,5,2018-2019-1,82,14478,8,901
103,2018-1学期期中考试,304,化学,5,2018-2019-1,79,14462,9,901
104,2018-1学期期中考试,304,化学,5,2018-2019-1,79,14463,10,901
105,2018-1学期期中考试,304,化学,5,2018-2019-1,78,14498,11,901
106,2018-1学期期中考试,304,化学,5,2018-2019-1,77,14466,12,901
107,2018-1学期期中考试,304,化学,5,2018-2019-1,76,14483,13,901
108,2018-1学期期中考试,304,化学,5,2018-2019-1,74,14474,14,901
109,2018-1学期期中考试,304,化学,5,2018-2019-1,73,14500,15,901
110,2018-1学期期中考试,304,化学,5,2018-2019-1,71,14499,16,901
111,2018-1学期期中考试,304,化学,5,2018-2019-1,71,14507,17,901
112,2018-1学期期中考试,304,化学,5,2018-2019-1,70,14486,18,901
113,2018-1学期期中考试,304,化学,5,2018-2019-1,70,14496,19,901
114,2018-1学期期中考试,304,化学,5,2018-2019-1,70,14459,20,901
115,2018-1学期期中考试,304,化学,5,2018-2019-1,69,14481,21,901
116,2018-1学期期中考试,304,化学,5,2018-2019-1,69,14506,22,901
117,2018-1学期期中考试,304,化学,5,2018-2019-1,69,14465,23,901
118,2018-1学期期中考试,304,化学,5,2018-2019-1,69,14469,24,901
119,2018-1学期期中考试,304,化学,5,2018-2019-1,66,14489,25,901
120,2018-1学期期中考试,304,化学,5,2018-2019-1,66,14491,26,901
121,2018-1学期期中考试,304,化学,5,2018-2019-1,66,14508,27,901
122,2018-1学期期中考试,304,化学,5,2018-2019-1,65,14494,28,901
123,2018-1学期期中考试,304,化学,5,2018-2019-1,65,14476,29,901
124,2018-1学期期中考试,304,化学,5,2018-2019-1,64,14488,30,901
125,2018-1学期期中考试,304,化学,5,2018-2019-1,64,14473,31,901
126,2018-1学期期中考试,304,化学,5,2018-2019-1,63,14454,32,901
127,2018-1学期期中考试,304,化学,5,2018-2019-1,63,14503,33,901
128,2018-1学期期中考试,304,化学,5,2018-2019-1,61,14511,34,901
129,2018-1学期期中考试,304,化学,5,2018-2019-1,60,14504,35,901
130,2018-1学期期中考试,304,化学,5,2018-2019-1,47,14455,36,901
131,2018-1学期期中考试,304,化学,5,2018-2019-1,32,14493,37,901
132,2018-1学期期中考试,304,物理,4,2018-2019-1,99,14505,1,901
133,2018-1学期期中考试,304,物理,4,2018-2019-1,95,14502,2,901
134,2018-1学期期中考试,304,物理,4,2018-2019-1,95,14463,3,901
135,2018-1学期期中考试,304,物理,4,2018-2019-1,92,14491,4,901
136,2018-1学期期中考试,304,物理,4,2018-2019-1,90,14486,5,901
137,2018-1学期期中考试,304,物理,4,2018-2019-1,90,14503,6,901
138,2018-1学期期中考试,304,物理,4,2018-2019-1,88,14494,7,901
139,2018-1学期期中考试,304,物理,4,2018-2019-1,87,14474,8,901
140,2018-1学期期中考试,304,物理,4,2018-2019-1,86,14501,9,901
141,2018-1学期期中考试,304,物理,4,2018-2019-1,84,14483,10,901
142,2018-1学期期中考试,304,物理,4,2018-2019-1,84,14506,11,901
143,2018-1学期期中考试,304,物理,4,2018-2019-1,84,14462,12,901
144,2018-1学期期中考试,304,物理,4,2018-2019-1,84,14471,13,901
145,2018-1学期期中考试,304,物理,4,2018-2019-1,83,14500,14,901
146,2018-1学期期中考试,304,物理,4,2018-2019-1,83,14466,15,901
147,2018-1学期期中考试,304,物理,4,2018-2019-1,83,14472,16,901
148,2018-1学期期中考试,304,物理,4,2018-2019-1,83,14476,17,901
149,2018-1学期期中考试,304,物理,4,2018-2019-1,82,14492,18,901
150,2018-1学期期中考试,304,物理,4,2018-2019-1,82,14459,19,901
151,2018-1学期期中考试,304,物理,4,2018-2019-1,82,14469,20,901
152,2018-1学期期中考试,304,物理,4,2018-2019-1,81,14498,21,901
153,2018-1学期期中考试,304,物理,4,2018-2019-1,81,14499,22,901
154,2018-1学期期中考试,304,物理,4,2018-2019-1,81,14458,23,901
155,2018-1学期期中考试,304,物理,4,2018-2019-1,81,14475,24,901
156,2018-1学期期中考试,304,物理,4,2018-2019-1,80,14479,25,901
157,2018-1学期期中考试,304,物理,4,2018-2019-1,80,14496,26,901
158,2018-1学期期中考试,304,物理,4,2018-2019-1,80,14504,27,901
159,2018-1学期期中考试,304,物理,4,2018-2019-1,80,14507,28,901
160,2018-1学期期中考试,304,物理,4,2018-2019-1,80,14457,29,901
161,2018-1学期期中考试,304,物理,4,2018-2019-1,79,14470,30,901
162,2018-1学期期中考试,304,物理,4,2018-2019-1,78,14478,31,901
163,2018-1学期期中考试,304,物理,4,2018-2019-1,75,14488,32,901
164,2018-1学期期中考试,304,物理,4,2018-2019-1,75,14465,33,901
165,2018-1学期期中考试,304,物理,4,2018-2019-1,75,14467,34,901
166,2018-1学期期中考试,304,物理,4,2018-2019-1,75,14468,35,901
167,2018-1学期期中考试,304,物理,4,2018-2019-1,73,14481,36,901
168,2018-1学期期中考试,304,物理,4,2018-2019-1,72,14489,37,901
169,2018-1学期期中考试,304,物理,4,2018-2019-1,72,14508,38,901
170,2018-1学期期中考试,304,物理,4,2018-2019-1,72,14461,39,901
171,2018-1学期期中考试,304,物理,4,2018-2019-1,69,14511,40,901
172,2018-1学期期中考试,304,物理,4,2018-2019-1,67,14473,41,901
173,2018-1学期期中考试,304,物理,4,2018-2019-1,66,14493,42,901
174,2018-1学期期中考试,304,英语,3,2018-2019-1,95.5,14458,1,901
175,2018-1学期期中考试,304,英语,3,2018-2019-1,93.5,14475,2,901
176,2018-1学期期中考试,304,英语,3,2018-2019-1,93,14468,3,901
177,2018-1学期期中考试,304,英语,3,2018-2019-1,92.5,14483,4,901
178,2018-1学期期中考试,304,英语,3,2018-2019-1,92,14466,5,901
179,2018-1学期期中考试,304,英语,3,2018-2019-1,92,14472,6,901
180,2018-1学期期中考试,304,英语,3,2018-2019-1,91,14457,7,901
181,2018-1学期期中考试,304,英语,3,2018-2019-1,91,14469,8,901
182,2018-1学期期中考试,304,英语,3,2018-2019-1,91,14470,9,901
183,2018-1学期期中考试,304,英语,3,2018-2019-1,90.5,14478,10,901
184,2018-1学期期中考试,304,英语,3,2018-2019-1,90,14492,11,901
185,2018-1学期期中考试,304,英语,3,2018-2019-1,90,14499,12,901
186,2018-1学期期中考试,304,英语,3,2018-2019-1,89.5,14496,13,901
187,2018-1学期期中考试,304,英语,3,2018-2019-1,89.5,14465,14,901
188,2018-1学期期中考试,304,英语,3,2018-2019-1,89,14459,15,901
189,2018-1学期期中考试,304,英语,3,2018-2019-1,89,14511,16,901
190,2018-1学期期中考试,304,英语,3,2018-2019-1,88.5,14486,17,901
191,2018-1学期期中考试,304,英语,3,2018-2019-1,88.5,14498,18,901
192,2018-1学期期中考试,304,英语,3,2018-2019-1,88.5,14505,19,901
193,2018-1学期期中考试,304,英语,3,2018-2019-1,88.5,14463,20,901
194,2018-1学期期中考试,304,英语,3,2018-2019-1,88.5,14471,21,901
195,2018-1学期期中考试,304,英语,3,2018-2019-1,88,14455,22,901
196,2018-1学期期中考试,304,英语,3,2018-2019-1,87.5,14454,23,901
197,2018-1学期期中考试,304,英语,3,2018-2019-1,87.5,14473,24,901
198,2018-1学期期中考试,304,英语,3,2018-2019-1,87,14503,25,901
199,2018-1学期期中考试,304,英语,3,2018-2019-1,87,14462,26,901
200,2018-1学期期中考试,304,英语,3,2018-2019-1,87,14474,27,901
201,2018-1学期期中考试,304,英语,3,2018-2019-1,86.5,14479,28,901
202,2018-1学期期中考试,304,英语,3,2018-2019-1,86.5,14501,29,901
203,2018-1学期期中考试,304,英语,3,2018-2019-1,86.5,14504,30,901
204,2018-1学期期中考试,304,英语,3,2018-2019-1,84.5,14506,31,901
205,2018-1学期期中考试,304,英语,3,2018-2019-1,83.5,14467,32,901
206,2018-1学期期中考试,304,英语,3,2018-2019-1,83,14500,33,901
207,2018-1学期期中考试,304,英语,3,2018-2019-1,83,14461,34,901
208,2018-1学期期中考试,304,英语,3,2018-2019-1,82.5,14491,35,901
209,2018-1学期期中考试,304,英语,3,2018-2019-1,82.5,14476,36,901
210,2018-1学期期中考试,304,英语,3,2018-2019-1,82,14488,37,901
211,2018-1学期期中考试,304,英语,3,2018-2019-1,80.5,14502,38,901
212,2018-1学期期中考试,304,英语,3,2018-2019-1,80,14489,39,901
213,2018-1学期期中考试,304,英语,3,2018-2019-1,79.5,14494,40,901
214,2018-1学期期中考试,304,英语,3,2018-2019-1,78,14508,41,901
215,2018-1学期期中考试,304,英语,3,2018-2019-1,77.5,14493,42,901
216,2018-1学期期中考试,304,英语,3,2018-2019-1,75,14507,43,901
217,2018-1学期期中考试,304,英语,3,2018-2019-1,65,14481,44,901
218,2018-1学期期中考试,304,数学,2,2018-2019-1,94,14483,1,901
219,2018-1学期期中考试,304,数学,2,2018-2019-1,92,14492,2,901
220,2018-1学期期中考试,304,数学,2,2018-2019-1,92,14470,3,901
221,2018-1学期期中考试,304,数学,2,2018-2019-1,91,14486,4,901
222,2018-1学期期中考试,304,数学,2,2018-2019-1,91,14499,5,901
223,2018-1学期期中考试,304,数学,2,2018-2019-1,91,14503,6,901
224,2018-1学期期中考试,304,数学,2,2018-2019-1,90,14489,7,901
225,2018-1学期期中考试,304,数学,2,2018-2019-1,90,14467,8,901
226,2018-1学期期中考试,304,数学,2,2018-2019-1,90,14475,9,901
227,2018-1学期期中考试,304,数学,2,2018-2019-1,89,14494,10,901
228,2018-1学期期中考试,304,数学,2,2018-2019-1,89,14473,11,901
229,2018-1学期期中考试,304,数学,2,2018-2019-1,88,14498,12,901
230,2018-1学期期中考试,304,数学,2,2018-2019-1,87,14505,13,901
231,2018-1学期期中考试,304,数学,2,2018-2019-1,87,14462,14,901
232,2018-1学期期中考试,304,数学,2,2018-2019-1,87,14476,15,901
233,2018-1学期期中考试,304,数学,2,2018-2019-1,86,14496,16,901
234,2018-1学期期中考试,304,数学,2,2018-2019-1,85,14479,17,901
235,2018-1学期期中考试,304,数学,2,2018-2019-1,85,14488,18,901
236,2018-1学期期中考试,304,数学,2,2018-2019-1,83,14491,19,901
237,2018-1学期期中考试,304,数学,2,2018-2019-1,82,14506,20,901
238,2018-1学期期中考试,304,数学,2,2018-2019-1,82,14466,21,901
239,2018-1学期期中考试,304,数学,2,2018-2019-1,81,14459,22,901
240,2018-1学期期中考试,304,数学,2,2018-2019-1,80,14468,23,901
241,2018-1学期期中考试,304,数学,2,2018-2019-1,79,14454,24,901
242,2018-1学期期中考试,304,数学,2,2018-2019-1,79,14463,25,901
243,2018-1学期期中考试,304,数学,2,2018-2019-1,79,14469,26,901
244,2018-1学期期中考试,304,数学,2,2018-2019-1,79,14478,27,901
245,2018-1学期期中考试,304,数学,2,2018-2019-1,78,14500,28,901
246,2018-1学期期中考试,304,数学,2,2018-2019-1,78,14461,29,901
247,2018-1学期期中考试,304,数学,2,2018-2019-1,78,14474,30,901
248,2018-1学期期中考试,304,数学,2,2018-2019-1,77,14501,31,901
249,2018-1学期期中考试,304,数学,2,2018-2019-1,76,14493,32,901
250,2018-1学期期中考试,304,数学,2,2018-2019-1,76,14504,33,901
251,2018-1学期期中考试,304,数学,2,2018-2019-1,76,14472,34,901
252,2018-1学期期中考试,304,数学,2,2018-2019-1,74,14457,35,901
253,2018-1学期期中考试,304,数学,2,2018-2019-1,73,14511,36,901
254,2018-1学期期中考试,304,数学,2,2018-2019-1,71,14465,37,901
255,2018-1学期期中考试,304,数学,2,2018-2019-1,70,14458,38,901
256,2018-1学期期中考试,304,数学,2,2018-2019-1,69,14471,39,901
257,2018-1学期期中考试,304,数学,2,2018-2019-1,68,14502,40,901
258,2018-1学期期中考试,304,数学,2,2018-2019-1,68,14507,41,901
259,2018-1学期期中考试,304,数学,2,2018-2019-1,67,14455,42,901
260,2018-1学期期中考试,304,数学,2,2018-2019-1,63,14508,43,901
261,2018-1学期期中考试,304,数学,2,2018-2019-1,51,14481,44,901
262,2018-1学期期中考试,304,语文,1,2018-2019-1,84,14505,1,901
263,2018-1学期期中考试,304,语文,1,2018-2019-1,84,14465,2,901
264,2018-1学期期中考试,304,语文,1,2018-2019-1,82,14475,3,901
265,2018-1学期期中考试,304,语文,1,2018-2019-1,80,14498,4,901
266,2018-1学期期中考试,304,语文,1,2018-2019-1,80,14470,5,901
267,2018-1学期期中考试,304,语文,1,2018-2019-1,80,14472,6,901
268,2018-1学期期中考试,304,语文,1,2018-2019-1,80,14478,7,901
269,2018-1学期期中考试,304,语文,1,2018-2019-1,79,14476,8,901
270,2018-1学期期中考试,304,语文,1,2018-2019-1,78,14463,9,901
271,2018-1学期期中考试,304,语文,1,2018-2019-1,77,14501,10,901
272,2018-1学期期中考试,304,语文,1,2018-2019-1,77,14467,11,901
273,2018-1学期期中考试,304,语文,1,2018-2019-1,76,14458,12,901
274,2018-1学期期中考试,304,语文,1,2018-2019-1,76,14461,13,901
275,2018-1学期期中考试,304,语文,1,2018-2019-1,75,14454,14,901
276,2018-1学期期中考试,304,语文,1,2018-2019-1,75,14496,15,901
277,2018-1学期期中考试,304,语文,1,2018-2019-1,75,14469,16,901
278,2018-1学期期中考试,304,语文,1,2018-2019-1,74,14489,17,901
279,2018-1学期期中考试,304,语文,1,2018-2019-1,73,14479,18,901
280,2018-1学期期中考试,304,语文,1,2018-2019-1,73,14486,19,901
281,2018-1学期期中考试,304,语文,1,2018-2019-1,73,14507,20,901
282,2018-1学期期中考试,304,语文,1,2018-2019-1,72,14494,21,901
283,2018-1学期期中考试,304,语文,1,2018-2019-1,72,14459,22,901
284,2018-1学期期中考试,304,语文,1,2018-2019-1,71,14500,23,901
285,2018-1学期期中考试,304,语文,1,2018-2019-1,71,14506,24,901
286,2018-1学期期中考试,304,语文,1,2018-2019-1,71,14508,25,901
287,2018-1学期期中考试,304,语文,1,2018-2019-1,71,14466,26,901
288,2018-1学期期中考试,304,语文,1,2018-2019-1,71,14511,27,901
289,2018-1学期期中考试,304,语文,1,2018-2019-1,70,14455,28,901
290,2018-1学期期中考试,304,语文,1,2018-2019-1,70,14492,29,901
291,2018-1学期期中考试,304,语文,1,2018-2019-1,70,14468,30,901
292,2018-1学期期中考试,304,语文,1,2018-2019-1,69,14504,31,901
293,2018-1学期期中考试,304,语文,1,2018-2019-1,69,14473,32,901
294,2018-1学期期中考试,304,语文,1,2018-2019-1,68,14499,33,901
295,2018-1学期期中考试,304,语文,1,2018-2019-1,68,14457,34,901
296,2018-1学期期中考试,304,语文,1,2018-2019-1,67,14491,35,901
297,2018-1学期期中考试,304,语文,1,2018-2019-1,66,14493,36,901
298,2018-1学期期中考试,304,语文,1,2018-2019-1,66,14502,37,901
299,2018-1学期期中考试,304,语文,1,2018-2019-1,65,14483,38,901
300,2018-1学期期中考试,304,语文,1,2018-2019-1,65,14471,39,901
301,2018-1学期期中考试,304,语文,1,2018-2019-1,65,14474,40,901
302,2018-1学期期中考试,304,语文,1,2018-2019-1,63,14462,41,901
303,2018-1学期期中考试,304,语文,1,2018-2019-1,62,14488,42,901
304,2018-1学期期中考试,304,语文,1,2018-2019-1,62,14481,43,901
305,2018-1学期期中考试,304,语文,1,2018-2019-1,57,14503,44,901
306,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,90,14505,1,901
307,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,86,14498,2,901
308,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,86,14506,3,901
309,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,85,14462,4,901
310,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,84,14469,5,901
311,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,83,14492,6,901
312,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,83,14496,7,901
313,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,83,14504,8,901
314,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,82,14488,9,901
315,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,82,14494,10,901
316,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,82,14500,11,901
317,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,81,14457,12,901
318,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,81,14475,13,901
319,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,80,14466,14,901
320,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,79,14454,15,901
321,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,79,14461,16,901
322,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,79,14470,17,901
323,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,79,14478,18,901
324,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,78,14502,19,901
325,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,77,14471,20,901
326,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,77,14473,21,901
327,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,76,14486,22,901
328,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,76,14476,23,901
329,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,75,14501,24,901
330,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,75,14458,25,901
331,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,75,14472,26,901
332,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,75,14474,27,901
333,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,74,14455,28,901
334,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,74,14491,29,901
335,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,73,14483,30,901
336,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,73,14503,31,901
337,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,73,14507,32,901
338,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,73,14508,33,901
339,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,73,14459,34,901
340,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,71,14465,35,901
341,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,71,14467,36,901
342,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,71,14468,37,901
343,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,70,14489,38,901
344,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,67,14481,39,901
345,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,67,14493,40,901
346,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,66,14499,41,901
347,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,64,14510,42,901
348,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,59,14511,43,901
349,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,0,14479,44,901
350,2017学年度第二学期期末考试,298,政治,17,2017-2018-2,0,14463,45,901
351,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,64,14461,1,901
352,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14454,2,901
353,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14479,3,901
354,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14486,4,901
355,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14455,5,901
356,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14488,6,901
357,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14489,7,901
358,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14491,8,901
359,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14481,9,901
360,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14483,10,901
361,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14492,11,901
362,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14493,12,901
363,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14494,13,901
364,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14496,14,901
365,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14498,15,901
366,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14499,16,901
367,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14500,17,901
368,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14501,18,901
369,2017学年度第二学期期末考试,298,地理,8,2017-2018-2,0,14502,19,901
