count,班级,学号,学科,第一次成绩,第二次成绩,第三次成绩,第四次成绩,第五次成绩
187,901,14486,2,91.0,141.0,86.0,120.0,100.0
188,901,14486,1,73.0,98.0,72.0,96.0,88.0
189,901,14483,17,74.0,73.0,72.0,74.0,74.0
190,901,14483,8,0.0,90.0,87.0,87.0,
191,901,14483,7,0.0,77.0,81.0,82.0,
192,901,14483,6,80.0,78.0,92.0,91.0,77.0
193,901,14483,5,76.0,82.0,89.0,86.0,93.0
194,901,14483,4,84.0,95.0,87.0,90.0,91.0
195,901,14483,3,92.5,125.5,89.0,129.5,90.0
196,901,14483,2,94.0,143.0,94.0,150.0,85.0
197,901,14483,1,65.0,108.0,85.0,103.0,78.0
198,901,14481,17,62.0,67.0,67.0,52.0,80.0
199,901,14481,8,0.0,73.0,87.0,72.0,
200,901,14481,7,0.0,63.0,62.0,66.0,
201,901,14481,6,67.0,80.0,70.0,79.0,65.0
202,901,14481,5,69.0,62.0,79.0,86.0,82.0
203,901,14481,4,73.0,73.0,68.0,75.0,60.0
204,901,14481,3,65.0,122.0,76.0,119.0,58.0
205,901,14481,2,51.0,93.0,67.0,98.0,55.0
206,901,14481,1,62.0,88.0,66.0,100.0,68.0
207,901,14479,17,81.0,0.0,84.0,80.0,74.0
208,901,14479,8,0.0,79.0,78.0,79.0,
209,901,14479,7,0.0,79.0,83.0,87.0,
210,901,14479,6,91.0,83.0,95.0,90.0,77.0
211,901,14479,5,84.0,79.0,85.0,91.0,96.0
212,901,14479,4,80.0,0.0,64.0,82.0,84.0
213,901,14479,3,86.5,0.0,77.0,129.0,89.0
214,901,14479,2,85.0,0.0,74.0,120.0,85.0
215,901,14479,1,73.0,106.0,79.0,109.0,79.0
216,901,14478,17,88.0,79.0,84.0,73.0,74.0
217,901,14478,8,0.0,87.0,87.0,88.0,
218,901,14478,7,0.0,85.0,79.0,85.0,
219,901,14478,6,94.0,95.0,92.0,91.0,89.0
220,901,14478,5,82.0,90.0,92.0,95.0,82.0
221,901,14478,4,78.0,83.0,80.0,87.0,81.0
222,901,14478,3,90.5,129.0,93.0,138.5,90.0
223,901,14478,2,79.0,118.0,79.0,129.0,76.0
224,901,14478,1,80.0,120.0,82.0,105.0,87.0
225,901,14476,17,74.0,76.0,69.0,70.0,67.0
226,901,14476,8,0.0,69.0,80.0,72.0,
227,901,14476,7,0.0,77.0,71.0,84.0,
228,901,14476,6,84.0,68.0,91.0,89.0,67.0
229,901,14476,5,65.0,82.0,78.0,81.0,89.0
230,901,14476,4,83.0,84.0,70.0,83.0,75.0
231,901,14476,3,82.5,108.0,84.0,118.5,83.0
232,901,14476,2,87.0,117.0,86.0,136.0,82.0
233,901,14476,1,79.0,109.0,82.0,99.0,84.0
234,901,14475,17,80.0,81.0,83.0,82.0,88.0
235,901,14475,8,0.0,82.0,86.0,97.0,
236,901,14475,7,0.0,89.0,87.0,93.0,
237,901,14475,6,85.0,0.0,96.0,92.0,90.0
238,901,14475,5,83.0,86.0,92.0,91.0,89.0
239,901,14475,4,81.0,0.0,74.0,85.0,73.0
240,901,14475,3,93.5,0.0,84.0,125.5,91.0
241,901,14475,2,90.0,0.0,80.0,113.0,77.0
242,901,14475,1,82.0,126.0,91.0,113.0,88.0
243,901,14474,17,78.0,75.0,69.0,75.0,75.0
244,901,14474,8,0.0,72.0,77.0,87.0,
245,901,14474,7,0.0,63.0,65.0,78.0,
246,901,14474,6,89.0,70.0,94.0,78.0,77.0
247,901,14474,5,74.0,88.0,81.0,82.0,82.0
248,901,14474,4,87.0,91.0,64.0,79.0,86.0
249,901,14474,3,87.0,117.5,88.0,129.5,91.0
250,901,14474,2,78.0,141.0,84.0,129.0,80.0
251,901,14474,1,65.0,104.0,74.0,96.0,79.0
252,901,14473,17,76.0,77.0,58.0,69.0,71.0
253,901,14473,8,0.0,59.0,66.0,81.0,
254,901,14473,7,0.0,63.0,57.0,71.0,
255,901,14473,6,79.0,54.0,95.0,79.0,76.0
256,901,14473,5,64.0,66.0,77.0,64.0,60.0
257,901,14473,4,67.0,59.0,64.0,74.0,76.0
258,901,14473,3,87.5,120.0,72.0,130.5,85.0
259,901,14473,2,89.0,112.0,74.0,112.0,71.0
260,901,14473,1,69.0,114.0,73.0,104.0,77.0
261,901,14472,17,86.0,75.0,80.0,75.0,73.0
262,901,14472,8,0.0,69.0,74.0,81.0,
263,901,14472,7,90.0,84.0,79.0,76.0,88.0
264,901,14472,6,90.0,76.0,86.0,87.0,71.0
265,901,14472,5,0.0,80.0,86.0,81.0,
266,901,14472,4,83.0,91.0,75.0,78.0,86.0
267,901,14472,3,92.0,119.0,86.0,129.0,89.0
268,901,14472,2,76.0,114.0,79.0,125.0,88.0
269,901,14472,1,80.0,122.0,93.0,112.0,92.0
270,901,14471,17,81.0,77.0,80.0,79.0,79.0
271,901,14471,8,0.0,70.0,87.0,85.0,
272,901,14471,7,0.0,68.0,83.0,76.0,
273,901,14471,6,87.0,83.0,90.0,96.0,85.0
274,901,14471,5,84.0,80.0,82.0,83.0,84.0
275,901,14471,4,84.0,84.0,69.0,94.0,78.0
276,901,14471,3,88.5,117.5,87.0,126.0,85.0
277,901,14471,2,69.0,124.0,86.0,106.0,90.0
278,901,14471,1,65.0,103.0,74.0,108.0,70.0
279,901,14470,17,85.0,79.0,86.0,71.0,81.0
280,901,14470,8,0.0,75.0,79.0,88.0,
281,901,14470,7,65.0,0.0,80.0,84.0,91.0
282,901,14470,6,92.0,86.0,90.0,86.0,70.0
283,901,14470,5,0.0,83.0,75.0,70.0,
284,901,14470,4,79.0,85.0,88.0,88.0,81.0
285,901,14470,3,91.0,127.5,91.0,133.0,93.0
286,901,14470,2,92.0,117.0,88.0,130.0,81.0
287,901,14470,1,80.0,123.0,92.0,119.0,91.0
288,901,14469,17,81.0,84.0,77.0,65.0,71.0
289,901,14469,8,0.0,82.0,85.0,77.0,
290,901,14469,7,0.0,75.0,74.0,81.0,
291,901,14469,6,88.0,81.0,86.0,88.0,71.0
292,901,14469,5,69.0,78.0,83.0,77.0,87.0
293,901,14469,4,82.0,77.0,74.0,78.0,78.0
294,901,14469,3,91.0,120.0,91.0,133.0,87.0
295,901,14469,2,79.0,118.0,74.0,121.0,86.0
296,901,14469,1,75.0,110.0,75.0,114.0,81.0
297,901,14468,17,85.0,71.0,81.0,59.0,75.0
298,901,14468,8,0.0,81.0,88.0,70.0,
299,901,14468,7,0.0,77.0,75.0,78.0,
300,901,14468,6,88.0,72.0,87.0,85.0,72.0
301,901,14468,5,0.0,81.0,74.0,66.0,
302,901,14468,4,75.0,74.0,74.0,89.0,70.0
303,901,14468,3,93.0,126.5,89.0,131.5,91.0
304,901,14468,2,80.0,112.0,85.0,105.0,61.0
305,901,14468,1,70.0,105.0,70.0,102.0,79.0
306,901,14467,17,77.0,71.0,79.0,69.0,74.0
307,901,14467,8,0.0,68.0,80.0,75.0,
308,901,14467,7,0.0,62.0,81.0,81.0,
309,901,14467,6,82.0,66.0,95.0,81.0,68.0
310,901,14467,5,0.0,70.0,86.0,73.0,
311,901,14467,4,75.0,75.0,80.0,78.0,71.0
312,901,14467,3,83.5,117.5,80.0,127.0,82.0
313,901,14467,2,90.0,110.0,73.0,133.0,63.0
314,901,14467,1,77.0,105.0,80.0,101.0,71.0
315,901,14466,17,85.0,80.0,83.0,73.0,81.0
316,901,14466,8,0.0,86.0,91.0,82.0,
317,901,14466,7,0.0,68.0,87.0,82.0,
318,901,14466,6,91.0,86.0,96.0,92.0,85.0
319,901,14466,5,77.0,89.0,66.0,92.0,75.0
320,901,14466,4,83.0,72.0,78.0,82.0,70.0
321,901,14466,3,92.0,122.0,86.0,135.0,92.0
322,901,14466,2,82.0,107.0,75.0,111.0,77.0
323,901,14466,1,71.0,106.0,88.0,105.0,79.0
324,901,14465,17,83.0,71.0,84.0,66.0,72.0
325,901,14465,8,0.0,78.0,91.0,80.0,
326,901,14465,7,0.0,69.0,64.0,85.0,
327,901,14465,6,90.0,74.0,88.0,88.0,70.0
328,901,14465,5,69.0,79.0,74.0,88.0,68.0
329,901,14465,4,75.0,83.0,69.0,82.0,81.0
330,901,14465,3,89.5,126.5,85.0,122.0,87.0
331,901,14465,2,71.0,111.0,81.0,126.0,80.0
332,901,14465,1,84.0,92.0,82.0,102.0,80.0
333,901,14463,17,80.0,0.0,80.0,70.0,82.0
334,901,14463,8,0.0,82.0,92.0,90.0,
335,901,14463,7,0.0,74.0,87.0,93.0,
336,901,14463,6,91.0,0.0,90.0,90.0,88.0
337,901,14463,5,79.0,79.0,78.0,97.0,93.0
338,901,14463,4,95.0,0.0,70.0,89.0,74.0
339,901,14463,3,88.5,0.0,90.0,130.5,89.0
340,901,14463,2,79.0,0.0,84.0,115.0,89.0
341,901,14463,1,78.0,0.0,92.0,106.0,87.0
342,901,14462,17,80.0,85.0,86.0,87.0,81.0
343,901,14462,8,0.0,78.0,85.0,90.0,
344,901,14462,7,0.0,85.0,83.0,86.0,
345,901,14462,6,93.0,0.0,0.0,82.0,73.0
346,901,14462,5,79.0,92.0,91.0,95.0,88.0
347,901,14462,4,84.0,84.0,81.0,81.0,87.0
348,901,14462,3,87.0,111.5,88.0,123.0,80.0
349,901,14462,2,87.0,129.0,87.0,120.0,89.0
350,901,14462,1,63.0,103.0,89.0,96.0,89.0
351,901,14461,17,88.0,79.0,86.0,76.0,76.0
352,901,14461,8,71.0,64.0,74.0,85.0,78.0
353,901,14461,7,0.0,85.0,78.0,78.0,
354,901,14461,6,80.0,0.0,0.0,68.0,68.0
355,901,14461,5,0.0,81.0,74.0,69.0,
356,901,14461,4,72.0,80.0,74.0,71.0,80.0
357,901,14461,3,83.0,127.5,88.0,129.5,91.0
358,901,14461,2,78.0,109.0,81.0,134.0,79.0
359,901,14461,1,76.0,113.0,88.0,103.0,81.0
360,901,14459,17,84.0,73.0,80.0,70.0,84.0
361,901,14459,8,0.0,72.0,77.0,86.0,
362,901,14459,7,0.0,77.0,75.0,86.0,
363,901,14459,6,90.0,68.0,98.0,87.0,87.0
364,901,14459,5,70.0,88.0,79.0,84.0,92.0
365,901,14459,4,82.0,81.0,71.0,81.0,87.0
366,901,14459,3,89.0,121.0,87.0,123.0,89.0
367,901,14459,2,81.0,107.0,85.0,132.0,84.0
368,901,14459,1,72.0,115.0,88.0,113.0,83.0
369,901,14458,17,75.0,75.0,83.0,82.0,85.0
370,901,14458,8,0.0,83.0,83.0,91.0,
371,901,14458,7,82.0,0.0,88.0,89.0,95.0
372,901,14458,6,90.0,85.0,91.0,94.0,92.0
373,901,14458,5,65.0,0.0,86.0,83.0,
374,901,14458,4,81.0,83.0,72.0,90.0,87.0
375,901,14458,3,95.5,126.0,89.0,132.0,93.0
376,901,14458,2,70.0,126.0,80.0,119.0,75.0
377,901,14458,1,76.0,127.0,91.0,103.0,86.0
378,901,14457,17,95.0,81.0,79.0,74.0,81.0
379,901,14457,8,0.0,75.0,86.0,70.0,
380,901,14457,7,0.0,84.0,81.0,83.0,
381,901,14457,6,92.0,61.0,87.0,88.0,67.0
382,901,14457,5,0.0,83.0,73.0,77.0,
383,901,14457,4,80.0,69.0,60.0,59.0,57.0
384,901,14457,3,91.0,126.0,87.0,128.0,94.0
385,901,14457,2,74.0,118.0,65.0,106.0,67.0
386,901,14457,1,68.0,112.0,77.0,104.0,82.0
387,901,14455,17,86.0,74.0,81.0,73.0,73.0
388,901,14455,8,0.0,68.0,73.0,74.0,
389,901,14455,7,74.0,80.0,84.0,89.0,93.0
390,901,14455,6,72.0,0.0,0.0,62.0,61.0
391,901,14455,5,47.0,64.0,74.0,78.0,73.0
392,901,14455,4,0.0,89.0,72.0,66.0,
393,901,14455,3,88.0,120.5,85.0,117.5,88.0
394,901,14455,2,67.0,106.0,76.0,94.0,70.0
395,901,14455,1,70.0,104.0,83.0,93.0,75.0
396,901,14454,17,88.0,79.0,75.0,71.0,76.0
397,901,14454,8,0.0,79.0,78.0,68.0,
398,901,14454,7,73.0,0.0,78.0,76.0,71.0
399,901,14454,6,86.0,84.0,91.0,89.0,76.0
400,901,14454,5,63.0,58.0,71.0,80.0,81.0
401,901,14454,4,0.0,96.0,67.0,62.0,
402,901,14454,3,87.5,113.5,87.0,120.5,80.0
403,901,14454,2,79.0,110.0,85.0,118.0,56.0
404,901,14454,1,75.0,116.0,80.0,93.0,76.0
405,902,14865,17,66.0,62.0,49.0,64.0,61.0
406,902,14865,8,0.0,81.0,80.0,86.0,
407,902,14865,7,0.0,72.0,70.0,83.0,
408,902,14865,6,83.0,63.0,86.0,73.0,90.0
409,902,14865,5,65.0,81.0,78.0,81.0,80.0
410,902,14865,4,85.0,79.0,99.0,72.0,96.0
411,902,14865,3,79.5,107.5,82.0,119.0,76.0
412,902,14865,2,83.0,128.0,88.0,131.0,92.0
413,902,14865,1,68.0,108.0,80.0,88.0,83.0
414,902,14829,17,69.0,74.0,78.0,66.0,69.0
415,902,14829,8,0.0,61.0,75.0,77.0,
416,902,14829,7,0.0,71.0,62.0,80.0,
417,902,14829,6,81.0,65.0,74.0,68.0,84.0
418,902,14829,5,62.0,67.0,77.0,82.0,76.0
419,902,14829,4,82.0,79.0,86.0,76.0,93.0
420,902,14829,3,78.0,112.0,81.0,125.0,82.0
421,902,14829,2,89.0,105.0,96.0,108.0,98.0
422,902,14829,1,50.0,105.0,86.0,82.0,72.0
423,902,14827,17,74.0,77.0,76.0,78.0,67.0
424,902,14827,8,0.0,82.0,86.0,90.0,
425,902,14827,7,0.0,74.0,70.0,78.0,
426,902,14827,6,86.0,77.0,82.0,85.0,91.0
427,902,14827,5,61.0,68.0,83.0,90.0,82.0
428,902,14827,4,80.0,80.0,98.0,68.0,93.0
429,902,14827,3,89.0,103.5,87.0,115.5,84.0
430,902,14827,2,79.0,114.0,82.0,117.0,93.0
431,902,14827,1,66.0,98.0,74.0,100.0,75.0
432,902,14815,17,70.0,75.0,91.0,85.0,87.0
433,902,14815,8,0.0,82.0,91.0,88.0,
434,902,14815,7,0.0,82.0,77.0,90.0,
435,902,14815,6,87.0,84.0,90.0,94.0,94.0
436,902,14815,5,94.0,85.0,89.0,96.0,96.0
437,902,14815,4,94.0,92.0,88.0,92.0,98.0
438,902,14815,3,89.0,122.5,86.0,130.0,87.0
439,902,14815,2,89.0,124.0,93.0,114.0,100.0
440,902,14815,1,72.0,104.0,70.0,98.0,76.0
441,902,14788,17,82.0,74.0,75.0,65.0,67.0
442,902,14788,8,0.0,71.0,87.0,86.0,
443,902,14788,7,0.0,70.0,79.0,88.0,
444,902,14788,6,91.0,80.0,74.0,88.0,91.0
445,902,14788,5,82.0,87.0,75.0,85.0,82.0
446,902,14788,4,81.0,93.0,90.0,85.0,95.0
447,902,14788,3,92.0,125.5,90.0,141.0,91.0
448,902,14788,2,85.0,116.0,78.0,113.0,85.0
449,902,14788,1,77.0,120.0,79.0,106.0,86.0
450,902,14782,17,66.0,78.0,75.0,67.0,69.0
451,902,14782,8,0.0,79.0,79.0,84.0,
452,902,14782,7,0.0,76.0,73.0,71.0,
453,902,14782,6,88.0,73.0,85.0,83.0,93.0
454,902,14782,5,79.0,85.0,82.0,86.0,82.0
455,902,14782,4,88.0,82.0,88.0,69.0,94.0
456,902,14782,3,78.0,116.0,81.0,122.0,79.0
457,902,14782,2,79.0,109.0,93.0,82.0,88.0
458,902,14782,1,76.0,111.0,84.0,99.0,89.0
459,902,14776,17,73.0,68.0,65.0,79.0,56.0
460,902,14776,8,0.0,70.0,83.0,81.0,
461,902,14776,7,0.0,70.0,69.0,69.0,
462,902,14776,6,86.0,62.0,68.0,73.0,81.0
463,902,14776,5,63.0,80.0,62.0,80.0,70.0
464,902,14776,4,87.0,69.0,78.0,72.0,93.0
465,902,14776,3,84.0,117.0,88.0,120.5,82.0
466,902,14776,2,75.0,113.0,92.0,110.0,85.0
467,902,14776,1,65.0,106.0,89.0,106.0,75.0
468,902,14769,17,76.0,71.0,72.0,67.0,73.0
469,902,14769,8,70.0,55.0,80.0,87.0,79.0
470,902,14769,7,0.0,77.0,80.0,84.0,
471,902,14769,6,81.0,62.0,76.0,77.0,86.0
472,902,14769,5,77.0,67.0,75.0,80.0,77.0
473,902,14769,4,78.0,93.0,100.0,95.0,98.0
474,902,14769,3,77.5,123.0,87.0,131.5,81.0
475,902,14769,2,79.0,127.0,84.0,130.0,97.0
476,902,14769,1,67.0,107.0,86.0,104.0,87.0
477,902,14758,17,79.0,68.0,67.0,67.0,72.0
478,902,14758,8,0.0,79.0,80.0,84.0,
479,902,14758,7,0.0,68.0,65.0,82.0,
480,902,14758,6,87.0,61.0,78.0,70.0,84.0
481,902,14758,5,66.0,62.0,71.0,79.0,69.0
482,902,14758,4,84.0,85.0,98.0,77.0,97.0
483,902,14758,3,75.0,103.5,79.0,116.5,72.0
484,902,14758,2,85.0,110.0,77.0,104.0,87.0
485,902,14758,1,62.0,100.0,72.0,101.0,77.0
486,902,14749,17,68.0,73.0,72.0,60.0,61.0
487,902,14749,8,0.0,72.0,80.0,77.0,
488,902,14749,7,0.0,57.0,62.0,64.0,
489,902,14749,6,81.0,62.0,84.0,71.0,82.0
490,902,14749,5,78.0,65.0,64.0,77.0,71.0
